stationid,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
434.0,39639,4346,16277,3128,1423,804,119,224,18365,3290,6,98,1894,1148,1555,1127,171,248,1384,1062,"Census Tract 41, New York County, New YorkCensus Tract 43, New York County, New YorkCensus Tract 45, New York County, New YorkCensus Tract 16, New York County, New YorkCensus Tract 18, New York County, New YorkCensus Tract 30.01, New York County, New YorkCensus Tract 36.01, New York County, New YorkCensus Tract 36.02, New York County, New York",288,488,26504,39639,4346,35157,4280,13980,2823,1067,578,119,224,18350,3287,6,98,250,442,1385,1072,41,150,1344,1053,4482,1662,2297,1246,356,489,0,103,15,111,0,103,1644,985,170,248,130,222,40,143,9348,1879,725,51,5730,0,621,342,1233,1319
435.0,24969,2665,12117,2014,1344,595,55,116,9891,1785,6,76,504,407,1052,726,163,178,889,670,"Census Tract 41, New York County, New YorkCensus Tract 45, New York County, New YorkCensus Tract 47, New York County, New YorkCensus Tract 29, New York County, New YorkCensus Tract 31, New York County, New YorkCensus Tract 33, New York County, New York",216,366,22600,24969,2665,23143,2690,11074,1929,1097,467,55,116,9876,1782,6,76,60,160,975,707,100,153,875,663,1826,927,1043,678,247,320,0,81,15,89,0,81,444,379,77,129,63,120,14,89,3069,674,178,0,2122,0,30,65,624,214
436.0,38467,4557,27641,3550,3321,2859,10,95,4480,1851,0,93,1497,1330,1518,998,441,508,1077,781,"Census Tract 87, New York County, New YorkCensus Tract 89, New York County, New YorkCensus Tract 91, New York County, New YorkCensus Tract 93, New York County, New YorkCensus Tract 95, New York County, New YorkCensus Tract 97, New York County, New York",216,366,55200,38467,4557,32665,4522,24038,3047,3112,2839,10,95,4369,1858,0,93,219,386,917,678,17,104,900,672,5802,1850,3603,1743,209,288,0,93,111,230,0,93,1278,1216,601,597,424,509,177,268,5654,2157,2207,0,585,0,381,324,1529,1313
437.0,19589,2023,12773,1837,1389,709,43,118,4086,1246,0,93,524,468,774,488,210,225,564,414,"Census Tract 95, New York County, New YorkCensus Tract 97, New York County, New YorkCensus Tract 101, New York County, New YorkCensus Tract 103, New York County, New YorkCensus Tract 109, New York County, New YorkCensus Tract 111, New York County, New YorkCensus Tract 113, New York County, New YorkCensus Tract 115, New York County, New York",288,488,84400,19589,2023,16256,1923,10395,1672,1213,675,43,118,4086,1246,0,93,71,172,448,358,13,89,435,354,3333,983,2378,856,176,198,0,93,0,93,0,93,453,419,326,294,197,229,129,183,2865,1324,414,18,746,0,219,144,700,952
438.0,34023,3936,14267,3168,377,389,203,265,14548,3305,17,99,3694,2364,917,752,195,276,722,680,"Census Tract 263, Queens County, New YorkCensus Tract 265, Queens County, New YorkCensus Tract 267, Queens County, New YorkCensus Tract 287, Queens County, New YorkCensus Tract 289, Queens County, New YorkCensus Tract 483, Queens County, New York",216,486,185400,34023,3936,20709,3387,5190,1439,235,265,96,162,14480,3308,17,99,132,228,559,570,41,134,518,560,13314,3745,9077,3060,142,248,107,213,68,128,0,86,3562,2333,358,416,154,231,204,304,6019,2226,0,61,2743,0,946,43,573,2619
439.0,44418,4536,37394,4266,722,518,225,406,4226,1976,0,107,696,621,1155,981,57,156,1098,968,"Census Tract 54, New York County, New YorkCensus Tract 63, New York County, New YorkCensus Tract 71, New York County, New YorkCensus Tract 73, New York County, New YorkCensus Tract 77, New York County, New YorkCensus Tract 81, New York County, New YorkCensus Tract 87, New York County, New York",252,427,50600,44418,4536,40783,4601,34634,4170,602,461,225,406,4226,1976,0,107,171,312,925,876,19,113,906,874,3635,1815,2760,1611,120,224,0,107,0,107,0,107,525,520,230,359,38,154,192,337,2768,2217,165,0,269,0,70,47,1944,380
440.0,30742,3175,5833,1919,19348,2878,63,142,817,693,85,213,2501,1447,2095,1171,151,209,1944,1142,"Census Tract 215, New York County, New YorkCensus Tract 217.03, New York County, New YorkCensus Tract 221.02, New York County, New YorkCensus Tract 226, New York County, New YorkCensus Tract 227, New York County, New YorkCensus Tract 228, New York County, New YorkCensus Tract 230, New York County, New York",252,427,156405,30742,3175,24132,2899,3938,1432,18154,2825,63,142,817,693,85,213,116,206,959,567,30,113,929,559,6610,2207,1895,1219,1194,1145,0,92,0,92,0,92,2385,1354,1136,915,121,196,1015,883,8580,1119,6017,50,173,0,828,393,562,2239
441.0,47499,4749,39535,4394,803,579,236,427,5067,2154,0,118,492,526,1366,1141,85,199,1281,1125,"Census Tract 52, New York County, New YorkCensus Tract 54, New York County, New YorkCensus Tract 61, New York County, New YorkCensus Tract 63, New York County, New YorkCensus Tract 71, New York County, New YorkCensus Tract 77, New York County, New YorkCensus Tract 81, New York County, New YorkCensus Tract 87, New York County, New York",288,488,54600,47499,4749,43885,4709,36613,4245,698,528,236,427,5067,2154,0,118,180,325,1091,1033,19,124,1072,1031,3614,1802,2922,1638,105,212,0,118,0,118,0,118,312,407,275,406,66,197,209,356,2911,2237,140,0,404,0,74,56,2062,276
442.0,38741,3885,32388,3582,610,424,225,390,3948,1807,0,91,441,459,1129,939,57,140,1072,926,"Census Tract 54, New York County, New YorkCensus Tract 63, New York County, New YorkCensus Tract 71, New York County, New YorkCensus Tract 77, New York County, New YorkCensus Tract 81, New York County, New YorkCensus Tract 87, New York County, New York",216,366,43300,38741,3885,35648,3927,29905,3518,512,374,225,390,3948,1807,0,91,159,282,899,834,19,97,880,832,3093,1573,2483,1423,98,187,0,91,0,91,0,91,282,361,230,343,38,138,192,321,2372,1923,102,0,269,0,31,47,1756,246
443.0,41391,4410,33933,4149,1336,788,181,324,3676,1687,0,102,936,907,1329,1101,279,386,1050,960,"Census Tract 71, New York County, New YorkCensus Tract 77, New York County, New YorkCensus Tract 79, New York County, New YorkCensus Tract 81, New York County, New YorkCensus Tract 83, New York County, New YorkCensus Tract 87, New York County, New YorkCensus Tract 89, New York County, New York",252,427,56700,41391,4410,36773,4344,30899,3976,1027,685,127,267,3642,1675,0,102,207,344,871,821,17,113,854,815,4618,1999,3034,1625,309,397,54,159,34,137,0,102,729,777,458,567,262,387,196,353,3650,2616,348,13,361,0,190,122,2146,756
444.0,35276,3859,28957,3749,1242,722,67,153,2889,1314,0,86,909,874,1212,1015,279,370,933,874,"Census Tract 77, New York County, New YorkCensus Tract 79, New York County, New YorkCensus Tract 81, New York County, New YorkCensus Tract 83, New York County, New YorkCensus Tract 87, New York County, New YorkCensus Tract 89, New York County, New York",216,366,49600,35276,3859,30825,3784,26074,3561,933,619,13,96,2855,1302,0,86,196,322,754,735,17,97,737,729,4451,1899,2883,1526,309,381,54,143,34,121,0,86,713,751,458,551,262,371,196,337,3165,2232,310,13,298,0,190,122,1804,714
445.0,24250,2739,4942,1512,16638,2780,8,73,816,586,0,71,1320,1101,526,461,117,186,409,411,"Census Tract 319, Kings County, New YorkCensus Tract 321, Kings County, New YorkCensus Tract 323, Kings County, New YorkCensus Tract 317.02, Kings County, New YorkCensus Tract 219, Kings County, New YorkCensus Tract 317.01, Kings County, New York",216,282,181603,24250,2739,21537,2605,4144,1324,15741,2721,0,71,805,584,0,71,395,547,452,422,62,136,390,403,2713,1244,798,636,897,620,8,73,11,77,0,71,925,771,74,129,55,121,19,89,5141,1135,3405,0,270,0,220,111,851,743
446.0,18210,1820,13786,1642,1365,653,20,77,1469,632,0,55,852,532,718,479,59,105,659,472,"Census Tract 1, Kings County, New YorkCensus Tract 3.01, Kings County, New YorkCensus Tract 5.02, Kings County, New YorkCensus Tract 13, Kings County, New YorkCensus Tract 5.01, Kings County, New York",180,235,2704,18210,1820,16392,1671,12974,1544,1276,634,0,55,1439,633,0,55,56,102,647,477,35,89,612,465,1818,884,812,572,89,148,20,77,30,82,0,55,796,523,71,112,24,72,47,96,2743,1689,339,0,211,0,444,60,1619,547
447.0,20817,2151,6577,1259,11093,2062,60,115,1231,691,12,67,986,560,858,467,149,202,709,405,"Census Tract 305, Kings County, New YorkCensus Tract 227, Kings County, New YorkCensus Tract 229, Kings County, New YorkCensus Tract 245, Kings County, New YorkCensus Tract 231, Kings County, New York",180,235,123700,20817,2151,18784,2095,6275,1207,10500,1987,50,110,1221,689,12,67,98,149,628,343,52,92,576,336,2033,888,302,243,593,625,10,65,10,65,0,60,888,519,230,253,97,170,133,171,3829,789,2168,29,299,0,307,237,773,583
448.0,22805,2182,10245,1714,8712,1935,34,99,1650,903,0,77,948,605,1216,668,121,182,1095,642,"Census Tract 197, Kings County, New YorkCensus Tract 201, Kings County, New YorkCensus Tract 179, Kings County, New YorkCensus Tract 163, Kings County, New YorkCensus Tract 199, Kings County, New YorkCensus Tract 203, Kings County, New YorkCensus Tract 231, Kings County, New York",252,329,137300,22805,2182,20322,2103,9506,1609,7929,1764,20,99,1631,900,0,77,176,234,1060,638,45,112,1015,625,2483,1187,739,538,783,835,14,77,19,86,0,77,772,511,156,192,76,138,80,131,3087,1068,1495,0,189,0,271,64,964,457
449.0,31206,3202,24906,3414,930,606,116,206,2507,1283,39,135,2279,1269,429,446,125,192,304,387,"Census Tract 547, Queens County, New YorkCensus Tract 549, Queens County, New YorkCensus Tract 551, Queens County, New YorkCensus Tract 583, Queens County, New YorkCensus Tract 585, Queens County, New YorkCensus Tract 587, Queens County, New YorkCensus Tract 589, Queens County, New York",252,567,399100,31206,3202,15088,2480,11829,2359,565,451,41,127,2478,1282,0,87,35,114,140,203,0,87,140,203,16118,3431,13077,3383,365,359,75,168,29,103,39,135,2244,1268,289,348,125,192,164,267,6449,5053,112,27,613,0,608,36,1733,3955
450.0,43192,4477,9652,2844,14117,3371,110,212,3686,1544,108,255,14375,4289,1144,803,528,508,616,552,"Census Tract 174.01, New York County, New YorkCensus Tract 174.02, New York County, New YorkCensus Tract 180, New York County, New YorkCensus Tract 182, New York County, New YorkCensus Tract 184, New York County, New YorkCensus Tract 170, New York County, New YorkCensus Tract 172, New York County, New York",252,427,123603,43192,4477,19744,3362,3475,1449,11599,2870,0,102,3676,1546,108,255,612,766,274,279,30,119,244,268,23448,4270,6177,2461,2518,1645,110,212,10,102,0,102,13763,4285,870,737,498,499,372,441,13565,2550,4272,70,1325,108,4814,426,664,7911
451.0,69159,6254,60010,6144,1417,861,105,257,5359,2507,0,144,346,435,1922,1369,345,486,1577,1270,"Census Tract 138, New York County, New YorkCensus Tract 140, New York County, New YorkCensus Tract 142, New York County, New YorkCensus Tract 146.01, New York County, New YorkCensus Tract 146.02, New York County, New YorkCensus Tract 148.01, New York County, New YorkCensus Tract 148.02, New York County, New YorkCensus Tract 150.01, New York County, New YorkCensus Tract 150.02, New York County, New YorkCensus Tract 154, New York County, New York",360,610,146209,69159,6254,63638,6087,55202,5957,1236,803,105,257,5307,2488,0,144,127,255,1661,1235,306,476,1355,1130,5521,2597,4808,2501,181,371,0,144,52,213,0,144,219,339,261,427,39,166,222,411,4500,3692,131,0,397,0,52,228,3148,673
452.0,15503,1566,8569,1048,3463,986,47,109,1553,696,75,145,1316,813,480,318,70,102,410,287,"Census Tract 1, Kings County, New YorkCensus Tract 21, Kings County, New YorkCensus Tract 23, Kings County, New YorkCensus Tract 13, Kings County, New York",144,188,5800,15503,1566,13084,1439,7852,891,3252,966,36,90,1533,693,0,44,10,56,401,279,7,46,394,277,2419,898,717,404,211,199,11,52,20,54,75,145,1306,818,79,109,63,99,16,54,4107,1178,1568,47,302,75,882,55,987,1288
453.0,18520,1615,13903,1460,1400,721,0,55,1665,655,0,55,832,538,720,428,62,106,658,420,"Census Tract 1, Kings County, New YorkCensus Tract 21, Kings County, New YorkCensus Tract 5.02, Kings County, New YorkCensus Tract 13, Kings County, New YorkCensus Tract 5.01, Kings County, New York",180,235,4503,18520,1615,16791,1470,13158,1401,1299,687,0,55,1645,652,0,55,29,79,660,427,29,75,631,416,1729,829,745,514,101,156,0,55,20,65,0,55,803,539,60,105,33,87,27,75,2344,1316,379,0,200,0,413,36,1268,504
454.0,14717,1438,7051,1196,4572,1154,0,55,1169,548,0,55,1156,742,769,402,195,220,574,333,"Census Tract 35, Kings County, New YorkCensus Tract 39, Kings County, New YorkCensus Tract 179, Kings County, New YorkCensus Tract 181, Kings County, New YorkCensus Tract 33, Kings County, New York",180,235,46700,14717,1438,11950,1435,6127,1105,4105,1076,0,55,1162,547,0,55,18,60,538,327,5,53,533,326,2767,1142,924,599,467,419,0,55,7,55,0,55,1138,739,231,227,190,218,41,70,1834,723,699,0,200,0,149,63,447,548
455.0,23154,2431,5078,1579,15630,2523,0,65,388,371,44,118,1521,1136,493,466,193,281,300,331,"Census Tract 319, Kings County, New YorkCensus Tract 321, Kings County, New YorkCensus Tract 323, Kings County, New YorkCensus Tract 317.02, Kings County, New YorkCensus Tract 329, Kings County, New York",180,235,160902,23154,2431,20106,2322,4134,1365,14752,2465,0,65,388,371,44,118,430,583,358,356,77,147,281,323,3048,1129,944,832,878,624,0,65,0,65,0,65,1091,806,135,225,116,217,19,83,4988,1254,3216,0,199,0,227,92,992,727
456.0,10325,943,1434,415,2460,535,47,61,1184,312,0,18,4761,986,439,214,291,202,148,100,"Census Tract 431, Bronx County, New York",36,5,43100,10325,943,4412,737,444,161,2213,579,0,18,1184,312,0,18,497,660,74,85,48,77,26,33,5913,755,990,334,247,219,47,61,0,18,0,18,4264,801,365,196,243,183,122,103,2974,408,882,0,395,0,1119,170,40,1830
457.0,39196,4249,28430,3733,1611,976,140,262,6145,2183,20,129,1233,818,1617,1092,270,395,1347,942,"Census Tract 38, New York County, New YorkCensus Tract 43, New York County, New YorkCensus Tract 49, New York County, New YorkCensus Tract 55.01, New York County, New YorkCensus Tract 55.02, New York County, New YorkCensus Tract 57, New York County, New YorkCensus Tract 59, New York County, New YorkCensus Tract 36.01, New York County, New YorkCensus Tract 36.02, New York County, New York",324,549,42806,39196,4249,35347,3979,26054,3300,1423,900,124,249,6123,2179,20,129,270,424,1333,955,69,170,1264,926,3849,1585,2376,1419,188,251,16,122,22,117,0,109,963,618,284,397,201,347,83,191,4698,2229,520,56,1190,0,439,264,1694,914
458.0,41321,3909,15334,3323,10757,2877,123,174,4189,1495,108,250,9612,3276,1198,802,411,420,787,629,"Census Tract 174.01, New York County, New YorkCensus Tract 158.02, New York County, New YorkCensus Tract 164, New York County, New YorkCensus Tract 166, New York County, New YorkCensus Tract 168, New York County, New YorkCensus Tract 170, New York County, New YorkCensus Tract 172, New York County, New York",252,427,117203,41321,3909,22594,3544,8012,1890,9395,2670,0,97,4179,1497,108,250,345,444,555,438,45,122,510,419,18727,3279,7322,2569,1362,1092,123,174,10,97,0,97,9267,3199,643,604,366,397,277,376,10238,2735,2989,81,900,108,3022,403,775,5812
459.0,20820,2694,5323,1754,11950,2437,73,138,1588,904,0,66,1448,839,438,363,225,257,213,252,"Census Tract 1192, Kings County, New YorkCensus Tract 1194, Kings County, New YorkCensus Tract 1190, Kings County, New YorkCensus Tract 1196, Kings County, New YorkCensus Tract 1200, Kings County, New YorkCensus Tract 1210, Kings County, New York",216,282,718200,20820,2694,13282,2526,309,307,10897,2419,37,104,1569,901,0,66,201,245,269,271,84,141,185,235,7538,1828,5014,1707,1053,765,36,102,19,83,0,66,1247,768,169,194,141,187,28,78,7549,2577,3526,73,504,0,757,112,147,3268
460.0,13214,1236,3869,924,603,359,22,46,4821,1271,0,49,2849,1002,1050,536,664,460,386,272,"Census Tract 42, Queens County, New YorkCensus Tract 50, Queens County, New YorkCensus Tract 52, Queens County, New YorkCensus Tract 54, Queens County, New York",144,324,19800,13214,1236,7871,1305,2086,641,529,334,6,47,4775,1269,0,49,149,156,326,241,64,102,262,224,5343,1048,1783,708,74,100,16,48,46,91,0,49,2700,987,724,452,600,416,124,160,2901,585,66,6,1177,0,871,196,244,1366
461.0,31231,3333,9516,1742,11721,2548,178,258,4547,1699,0,82,3996,2489,1273,1012,277,285,996,884,"Census Tract 1522, Kings County, New YorkCensus Tract 520, Kings County, New YorkCensus Tract 526, Kings County, New YorkCensus Tract 518, Kings County, New YorkCensus Tract 492, Kings County, New YorkCensus Tract 514, Kings County, New YorkCensus Tract 516.02, Kings County, New York",252,329,460802,31231,3333,25284,3196,8387,1650,11131,2570,38,105,4471,1691,0,82,256,425,1001,915,108,178,893,856,5947,2417,1129,682,590,503,140,235,76,173,0,82,3740,2415,272,305,169,229,103,173,6068,1468,1683,4,1265,0,1291,357,1253,1629
462.0,42226,4742,8248,2652,14192,3227,98,203,2531,1393,4,100,15746,4581,1407,985,469,473,938,768,"Census Tract 174.02, New York County, New YorkCensus Tract 180, New York County, New YorkCensus Tract 182, New York County, New YorkCensus Tract 184, New York County, New YorkCensus Tract 188, New York County, New YorkCensus Tract 194, New York County, New YorkCensus Tract 196, New York County, New York",252,427,129802,42226,4742,18974,3285,3488,1524,11775,2886,0,102,2531,1393,4,100,508,614,668,641,14,110,654,636,23252,4414,4760,2120,2417,1424,98,203,0,102,0,102,15238,4595,739,606,455,468,284,311,15314,2447,5072,70,914,4,6272,535,813,8845
463.0,36447,4080,7028,2530,10168,2755,306,397,5481,2248,0,108,11478,3459,1986,1447,682,571,1304,1270,"Census Tract 40.01, Bronx County, New YorkCensus Tract 70, Bronx County, New YorkCensus Tract 72, Bronx County, New YorkCensus Tract 76, Bronx County, New YorkCensus Tract 212, Bronx County, New YorkCensus Tract 216.01, Bronx County, New YorkCensus Tract 216.02, Bronx County, New YorkCensus Tract 222, Bronx County, New York",288,40,112404,36447,4080,17366,3428,1567,1085,8970,2564,161,302,5364,2247,0,108,286,375,1018,1113,26,122,992,1105,19081,3662,5461,2190,1198,923,145,238,117,219,0,108,11192,3437,968,690,656,551,312,346,10173,2195,2476,146,1637,0,3239,480,657,5624
464.0,15254,1860,11834,1640,642,399,10,62,1704,635,0,54,183,232,881,638,165,224,716,544,"Census Tract 39, New York County, New YorkCensus Tract 47, New York County, New YorkCensus Tract 31, New York County, New YorkCensus Tract 33, New York County, New York",144,244,15000,15254,1860,14035,1726,10913,1550,631,405,10,62,1657,610,0,54,56,91,768,571,79,117,689,535,1219,804,921,629,11,65,0,54,47,111,0,54,127,223,113,188,86,178,27,86,1003,655,67,0,224,0,26,31,573,166
465.0,21600,2506,4999,1855,4370,1565,42,99,7592,2175,0,77,3658,1631,939,606,440,317,499,468,"Census Tract 1188, Kings County, New YorkCensus Tract 1202, Kings County, New YorkCensus Tract 36, Queens County, New YorkCensus Tract 42, Queens County, New YorkCensus Tract 44.01, Queens County, New YorkCensus Tract 50, Queens County, New YorkCensus Tract 52, Queens County, New York",252,499,261401,21600,2506,14278,2849,1883,910,4242,1524,17,82,7545,2172,0,77,211,269,380,376,116,158,264,324,7322,2055,3116,1591,128,174,25,94,47,125,0,77,3447,1597,559,396,324,245,235,314,4917,819,1237,38,1785,0,861,177,123,1700
466.0,6472,857,3929,775,658,294,39,109,1548,515,0,66,111,145,187,227,30,104,157,200,"Census Tract 82, New York County, New YorkCensus Tract 84, New York County, New YorkCensus Tract 94, New York County, New YorkCensus Tract 96, New York County, New YorkCensus Tract 113, New York County, New YorkCensus Tract 119, New York County, New York",216,366,58800,6472,857,5955,888,3623,749,548,300,12,74,1548,515,0,66,40,107,184,232,30,104,154,205,517,294,306,253,110,106,27,101,0,66,0,66,71,104,3,61,0,66,3,61,1172,516,296,12,280,0,51,17,368,264
467.0,30180,3630,18611,3069,1008,714,110,212,7957,1977,26,108,1203,800,1265,930,108,187,1157,889,"Census Tract 41, New York County, New YorkCensus Tract 43, New York County, New YorkCensus Tract 45, New York County, New YorkCensus Tract 47, New York County, New YorkCensus Tract 49, New York County, New YorkCensus Tract 55.01, New York County, New YorkCensus Tract 55.02, New York County, New YorkCensus Tract 36.01, New York County, New York",288,488,37104,30180,3630,27452,3508,17233,2766,729,510,94,199,7942,1974,26,108,261,425,1167,901,34,137,1133,880,2728,1216,1378,994,279,402,16,106,15,101,0,93,942,612,98,171,74,159,24,118,4223,1340,423,46,1876,0,359,179,1140,592
468.0,20622,2252,3438,1183,10086,1935,28,76,832,570,4,58,5241,1567,993,696,258,306,735,573,"Census Tract 194, New York County, New YorkCensus Tract 196, New York County, New YorkCensus Tract 198, New York County, New YorkCensus Tract 206, New York County, New YorkCensus Tract 242, New York County, New York",180,305,103600,20622,2252,12071,1913,1644,772,8986,1880,13,62,826,569,4,58,41,91,557,523,4,55,553,522,8551,1663,1794,821,1100,672,15,68,6,60,0,60,5200,1565,436,371,254,307,182,212,8262,979,3729,10,227,4,2764,549,186,4344
469.0,12973,1280,6847,1176,2698,675,106,166,1380,491,0,49,1330,733,612,458,212,333,400,384,"Census Tract 350, Kings County, New YorkCensus Tract 352, Kings County, New YorkCensus Tract 326, Kings County, New YorkCensus Tract 348, Kings County, New York",144,188,137600,12973,1280,9329,1235,5218,883,2562,672,35,82,1380,491,0,49,6,50,128,156,0,49,128,156,3644,935,1629,732,136,201,71,142,0,49,0,49,1324,729,484,417,212,333,272,331,4497,1991,1090,47,374,0,540,455,1436,1624
470.0,15329,1548,9595,1448,1191,595,72,92,3286,909,0,44,724,571,461,334,68,88,393,293,"Census Tract 99, New York County, New YorkCensus Tract 103, New York County, New YorkCensus Tract 111, New York County, New YorkCensus Tract 117, New York County, New York",144,244,43000,15329,1548,13205,1440,8380,1371,1153,595,39,66,3286,909,0,44,26,64,321,260,7,38,314,257,2124,752,1215,551,38,66,33,70,0,44,0,44,698,565,140,160,61,94,79,119,1745,737,165,37,366,0,333,107,550,591
641.0,53197,6017,44910,5123,959,899,12,106,4848,2574,8,95,946,1239,1514,1077,126,253,1388,1080,"Census Tract 118, New York County, New YorkCensus Tract 120, New York County, New YorkCensus Tract 124, New York County, New YorkCensus Tract 126, New York County, New YorkCensus Tract 128, New York County, New YorkCensus Tract 134, New York County, New York",216,366,75000,53197,6017,49670,5737,42542,5070,901,894,12,106,4848,2574,8,95,37,128,1322,1035,126,253,1196,1006,3527,2182,2368,1483,58,160,0,97,0,97,0,97,909,1217,192,313,0,97,192,313,3777,3236,105,0,141,0,132,163,3065,303
