,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
1400000US36081028700,6423,704,4143,608,93,106,29,47,1611,417,0,16,391,301,156,146,34,55,122,135,"Census Tract 287, Queens County, New York",36,081,028700,6423,704,3799,591,2111,388,0,16,0,16,1595,415,0,16,37,60,56,73,0,16,56,73,2624,641,2032,606,93,106,29,47,16,26,0,16,354,290,100,99,34,55,66,81,959,581,0,29,292,0,57,0,180,487
1400000US36081028800,4693,463,170,125,3882,518,0,11,222,153,0,11,389,266,30,21,9,14,21,16,"Census Tract 288, Queens County, New York",36,081,028800,4693,463,4224,461,54,48,3780,519,0,11,222,153,0,11,147,166,21,16,0,11,21,16,469,236,116,121,102,83,0,11,0,11,0,11,242,190,9,14,9,14,0,11,543,58,454,0,17,0,14,0,0,109
1400000US36081028900,5574,694,2491,431,161,138,0,16,2334,703,0,16,502,227,86,124,0,16,86,124,"Census Tract 289, Queens County, New York",36,081,028900,5574,694,3777,682,1168,285,112,104,0,16,2334,703,0,16,77,102,86,124,0,16,86,124,1797,494,1323,440,49,88,0,16,0,16,0,16,425,207,0,16,0,16,0,16,728,338,0,0,355,0,35,0,84,254
1400000US36081029100,6605,720,2200,485,92,51,0,16,3565,734,0,16,733,434,15,23,15,23,0,16,"Census Tract 291, Queens County, New York",36,081,029100,6605,720,4659,712,972,267,92,51,0,16,3565,734,0,16,15,24,15,23,15,23,0,16,1946,556,1228,393,0,16,0,16,0,16,0,16,718,433,0,16,0,16,0,16,1489,474,6,0,788,0,221,0,161,534
1400000US36081029300,1217,208,206,77,0,11,0,11,1002,233,0,11,9,14,0,11,0,11,0,11,"Census Tract 293, Queens County, New York",36,081,029300,1217,208,1126,224,133,63,0,11,0,11,993,232,0,11,0,11,0,11,0,11,0,11,91,52,73,49,0,11,0,11,9,13,0,11,9,14,0,11,0,11,0,11,131,16,0,0,115,0,0,0,12,4
1400000US36081029400,6827,842,99,56,6149,838,0,16,155,172,0,16,300,171,124,100,47,73,77,66,"Census Tract 294, Queens County, New York",36,081,029400,6827,842,6204,801,49,34,5929,809,0,16,155,172,0,16,0,16,71,58,0,16,71,58,623,272,50,48,220,145,0,16,0,16,0,16,300,171,53,75,47,73,6,15,591,52,427,0,0,0,94,18,36,214
1400000US36081029500,3722,287,1999,290,143,101,5,10,1261,292,0,11,228,152,86,55,0,11,86,55,"Census Tract 295, Queens County, New York",36,081,029500,3722,287,2756,313,1342,183,135,100,0,11,1238,291,0,11,0,11,41,36,0,11,41,36,966,285,657,253,8,13,5,10,23,34,0,11,228,152,45,46,0,11,45,46,319,174,0,0,115,0,30,0,137,67
1400000US36081029700,2128,234,1306,316,54,52,0,11,524,180,0,11,171,143,73,38,25,17,48,29,"Census Tract 297, Queens County, New York",36,081,029700,2128,234,1494,293,876,258,48,51,0,11,524,180,0,11,0,11,46,30,5,7,41,28,634,239,430,229,6,9,0,11,0,11,0,11,171,143,27,23,20,16,7,10,454,342,0,0,104,0,8,0,41,309
1400000US36081029900,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 299, Queens County, New York",36,081,029900,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
1400000US36081030600,4058,442,224,118,3728,423,0,11,1,2,0,11,23,24,82,76,58,70,24,30,"Census Tract 306, Queens County, New York",36,081,030600,4058,442,3697,429,131,97,3532,407,0,11,1,2,0,11,0,11,33,33,9,13,24,30,361,167,93,107,196,107,0,11,0,11,0,11,23,24,49,68,49,68,0,11,443,36,386,0,1,0,0,20,27,80
1400000US36081030902,7894,757,3373,627,109,108,142,145,3055,659,0,16,1034,495,181,129,42,43,139,115,"Census Tract 309.02, Queens County, New York",36,081,030902,7894,757,5284,797,1840,490,109,108,30,48,3055,659,0,16,87,140,163,125,24,31,139,115,2610,647,1533,489,0,16,112,131,0,16,0,16,947,458,18,29,18,29,0,16,2025,715,2,0,878,0,391,39,563,543
1400000US36081030903,6441,801,2020,441,40,45,23,55,2420,477,0,16,1183,384,755,675,98,83,657,655,"Census Tract 309.03, Queens County, New York",36,081,030903,6441,801,3671,508,967,263,29,42,0,16,2420,477,0,16,16,17,239,139,39,39,200,130,2770,669,1053,318,11,17,23,55,0,16,0,16,1167,385,516,614,59,71,457,613,1061,326,0,0,415,0,178,142,180,316
1400000US36081030904,3847,790,1309,376,17,16,0,11,1174,371,0,11,1347,840,0,11,0,11,0,11,"Census Tract 309.04, Queens County, New York",36,081,030904,3847,790,1958,439,761,270,15,16,0,11,1174,371,0,11,8,13,0,11,0,11,0,11,1889,875,548,264,2,6,0,11,0,11,0,11,1339,840,0,11,0,11,0,11,549,207,2,0,285,0,55,0,153,111
1400000US36081031700,6451,660,5220,694,48,41,21,76,555,378,0,16,489,443,118,101,0,16,118,101,"Census Tract 317, Queens County, New York",36,081,031700,6451,660,5203,715,4566,733,24,30,0,16,522,375,0,16,2,5,89,84,0,16,89,84,1248,590,654,360,24,30,21,76,33,55,0,16,487,443,29,45,0,16,29,45,493,315,0,7,71,0,67,33,264,125
1400000US36081032000,5330,774,347,207,4391,785,0,16,36,46,0,16,287,126,269,189,23,32,246,183,"Census Tract 320, Queens County, New York",36,081,032000,5330,774,4820,735,257,195,4299,777,0,16,36,46,0,16,10,15,218,164,0,16,218,164,510,167,90,56,92,81,0,16,0,16,0,16,277,125,51,54,23,32,28,33,1048,59,751,0,0,0,183,55,49,193
1400000US36081032700,4112,463,1541,441,199,133,24,39,825,265,0,11,1437,523,86,109,68,106,18,29,"Census Tract 327, Queens County, New York",36,081,032700,4112,463,1520,337,425,175,178,130,24,39,825,265,0,11,0,11,68,106,68,106,0,11,2592,521,1116,395,21,33,0,11,0,11,0,11,1437,523,18,29,0,11,18,29,724,217,0,24,314,0,101,68,45,273
1400000US36081032800,2376,241,108,92,2196,276,0,11,0,11,32,51,2,6,38,34,0,11,38,34,"Census Tract 328, Queens County, New York",36,081,032800,2376,241,2235,249,81,85,2095,275,0,11,0,11,32,51,0,11,27,29,0,11,27,29,141,74,27,31,101,73,0,11,0,11,0,11,2,6,11,18,0,11,11,18,200,2,186,0,0,0,0,12,0,2
1400000US36081032900,4071,529,1610,476,116,101,19,19,1193,338,0,11,1069,365,64,48,36,46,28,41,"Census Tract 329, Queens County, New York",36,081,032900,4071,529,1857,417,555,235,116,101,9,13,1149,340,0,11,0,11,28,41,0,11,28,41,2214,467,1055,414,0,11,10,15,44,67,0,11,1069,365,36,46,36,46,0,11,651,215,41,0,121,0,260,14,75,400
1400000US36081033000,7115,688,153,79,6495,733,9,15,85,70,0,16,343,245,30,37,0,16,30,37,"Census Tract 330, Queens County, New York",36,081,033000,7115,688,6439,654,75,63,6186,680,0,16,85,70,0,16,63,101,30,37,0,16,30,37,676,455,78,74,309,347,9,15,0,16,0,16,280,228,0,16,0,16,0,16,1037,1,1033,0,0,0,3,0,0,4
1400000US36081033100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 331, Queens County, New York",36,081,033100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
1400000US36081033401,3516,321,126,126,3049,343,0,11,85,83,0,11,229,152,27,25,8,12,19,22,"Census Tract 334.01, Queens County, New York",36,081,033401,3516,321,3188,337,42,47,2995,342,0,11,85,83,0,11,39,46,27,25,8,12,19,22,328,169,84,92,54,37,0,11,0,11,0,11,190,143,0,11,0,11,0,11,377,0,377,0,0,0,0,0,0,0
1400000US36081033402,13061,1355,201,145,12585,1383,0,18,116,244,0,18,107,120,52,61,23,38,29,48,"Census Tract 334.02, Queens County, New York",36,081,033402,13061,1355,12430,1182,201,145,11997,1169,0,18,116,244,0,18,64,103,52,61,23,38,29,48,631,630,0,18,588,626,0,18,0,18,0,18,43,77,0,18,0,18,0,18,1306,32,1231,0,0,0,43,0,32,262
1400000US36081033700,3555,457,837,418,60,81,28,41,747,258,0,11,1732,431,151,179,135,179,16,32,"Census Tract 337, Queens County, New York",36,081,033700,3555,457,991,223,68,56,0,11,28,41,747,258,0,11,0,11,148,173,132,173,16,32,2564,455,769,420,60,81,0,11,0,11,0,11,1732,431,3,11,3,11,0,11,570,95,0,0,62,0,413,0,0,508
1400000US36081033900,3374,542,1127,356,274,204,0,11,541,252,0,11,1127,424,305,182,264,173,41,39,"Census Tract 339, Queens County, New York",36,081,033900,3374,542,1176,383,278,122,254,200,0,11,541,252,0,11,32,50,71,65,53,61,18,20,2198,578,849,350,20,32,0,11,0,11,0,11,1095,432,234,174,211,167,23,24,225,117,0,0,33,0,63,12,48,144
1400000US36081034700,3394,374,1066,255,412,133,0,11,483,208,0,11,1229,358,204,180,75,59,129,175,"Census Tract 347, Queens County, New York",36,081,034700,3394,374,1184,237,314,137,337,126,0,11,483,208,0,11,12,13,38,47,37,47,1,3,2210,371,752,237,75,52,0,11,0,11,0,11,1217,359,166,180,38,37,128,175,412,115,7,0,114,0,156,20,39,252
1400000US36081035100,4215,508,1442,368,175,95,0,11,867,324,0,11,1510,518,221,121,34,51,187,116,"Census Tract 351, Queens County, New York",36,081,035100,4215,508,1442,353,405,123,139,80,0,11,867,324,0,11,0,11,31,26,0,11,31,26,2773,570,1037,338,36,61,0,11,0,11,0,11,1510,518,190,113,34,51,156,105,669,235,0,0,8,0,426,0,46,615
1400000US36081035200,3044,262,184,158,2619,321,0,11,17,27,32,47,81,67,111,79,0,11,111,79,"Census Tract 352, Queens County, New York",36,081,035200,3044,262,2858,280,110,91,2565,304,0,11,10,17,32,47,36,49,105,79,0,11,105,79,186,120,74,104,54,70,0,11,7,11,0,11,45,44,6,9,0,11,6,9,189,1,183,0,0,0,5,0,1,5
1400000US36081035300,2451,286,709,243,305,131,0,11,63,71,0,11,1342,280,32,33,0,11,32,33,"Census Tract 353, Queens County, New York",36,081,035300,2451,286,486,176,26,26,281,129,0,11,63,71,0,11,105,114,11,16,0,11,11,16,1965,301,683,239,24,23,0,11,0,11,0,11,1237,259,21,29,0,11,21,29,640,164,106,0,48,0,322,0,0,422
1400000US36081035700,4204,585,1254,344,1098,302,9,14,449,245,0,11,1174,457,220,164,140,145,80,81,"Census Tract 357, Queens County, New York",36,081,035700,4204,585,2258,440,730,258,1067,299,0,11,449,245,0,11,0,11,12,27,0,11,12,27,1946,533,524,240,31,30,9,14,0,11,0,11,1174,457,208,162,140,145,68,76,613,138,188,9,29,0,230,19,129,263
1400000US36081035800,4094,388,6,4,3918,411,0,11,0,11,0,11,123,136,47,51,11,20,36,45,"Census Tract 358, Queens County, New York",36,081,035800,4094,388,3880,365,6,4,3737,388,0,11,0,11,0,11,90,131,47,51,11,20,36,45,214,152,0,11,181,135,0,11,0,11,0,11,33,37,0,11,0,11,0,11,303,2,274,0,0,0,0,27,2,0
1400000US36081036100,2956,326,604,231,879,237,0,11,36,52,0,11,1296,362,141,125,35,55,106,109,"Census Tract 361, Queens County, New York",36,081,036100,2956,326,954,249,60,45,851,243,0,11,36,52,0,11,0,11,7,11,0,11,7,11,2002,402,544,226,28,29,0,11,0,11,0,11,1296,362,134,125,35,55,99,108,635,178,133,0,2,0,322,0,13,499
1400000US36081036300,2105,289,181,90,304,116,0,11,84,67,0,11,1460,299,76,52,46,46,30,26,"Census Tract 363, Queens County, New York",36,081,036300,2105,289,454,129,31,23,263,108,0,11,84,67,0,11,58,77,18,17,0,11,18,17,1651,280,150,87,41,39,0,11,0,11,0,11,1402,284,58,49,46,46,12,19,445,52,23,0,68,0,295,7,0,296
1400000US36081036500,3822,629,1118,527,658,231,0,11,212,149,0,11,1829,631,5,8,0,11,5,8,"Census Tract 365, Queens County, New York",36,081,036500,3822,629,913,299,106,92,590,216,0,11,212,149,0,11,0,11,5,8,0,11,5,8,2909,703,1012,527,68,65,0,11,0,11,0,11,1829,631,0,11,0,11,0,11,860,283,73,0,0,0,504,0,43,752
1400000US36081036600,3041,299,6,14,2789,306,0,11,155,103,0,11,43,41,48,41,17,23,31,30,"Census Tract 366, Queens County, New York",36,081,036600,3041,299,2903,303,0,11,2700,311,0,11,155,103,0,11,0,11,48,41,17,23,31,30,138,94,6,14,89,68,0,11,0,11,0,11,43,41,0,11,0,11,0,11,329,0,324,0,0,0,0,5,0,0
1400000US36081036700,2644,363,358,210,1212,309,0,11,285,151,0,11,675,272,114,76,50,55,64,53,"Census Tract 367, Queens County, New York",36,081,036700,2644,363,1600,350,84,77,1170,309,0,11,285,151,0,11,0,11,61,49,9,13,52,48,1044,327,274,199,42,38,0,11,0,11,0,11,675,272,53,56,41,54,12,18,358,197,39,0,69,0,26,27,18,205
1400000US36081036800,2446,268,78,47,2282,285,0,11,0,11,0,11,16,26,70,60,0,11,70,60,"Census Tract 368, Queens County, New York",36,081,036800,2446,268,2232,271,33,36,2129,281,0,11,0,11,0,11,0,11,70,60,0,11,70,60,214,109,45,43,153,103,0,11,0,11,0,11,16,26,0,11,0,11,0,11,175,0,170,0,0,0,0,5,0,0
1400000US36081037100,1789,253,259,161,524,143,0,11,322,151,0,11,661,274,23,21,10,15,13,15,"Census Tract 371, Queens County, New York",36,081,037100,1789,253,875,193,41,27,512,146,0,11,322,151,0,11,0,11,0,11,0,11,0,11,914,293,218,151,12,9,0,11,0,11,0,11,661,274,23,21,10,15,13,15,500,76,145,0,140,0,139,0,14,207
1400000US36081037300,2500,287,516,219,468,181,0,11,215,128,0,11,1102,282,199,67,51,65,148,14,"Census Tract 373, Queens County, New York",36,081,037300,2500,287,1000,213,158,48,460,178,0,11,215,128,0,11,19,21,148,14,0,11,148,14,1500,341,358,216,8,10,0,11,0,11,0,11,1083,280,51,65,51,65,0,11,432,95,54,0,96,0,187,0,0,282
1400000US36081037500,3946,472,2036,474,190,104,0,11,234,123,0,11,1409,398,77,57,51,50,26,30,"Census Tract 375, Queens County, New York",36,081,037500,3946,472,447,168,32,30,99,77,0,11,234,123,0,11,41,67,41,47,26,41,15,24,3499,491,2004,476,91,74,0,11,0,11,0,11,1368,389,36,35,25,30,11,17,842,367,37,0,44,0,343,51,13,759
1400000US36081037600,5979,572,8,14,5443,612,33,50,123,183,0,16,304,231,68,55,5,8,63,55,"Census Tract 376, Queens County, New York",36,081,037600,5979,572,5655,582,0,16,5431,610,33,50,123,183,0,16,0,16,68,55,5,8,63,55,324,226,8,14,12,18,0,16,0,16,0,16,304,231,0,16,0,16,0,16,334,0,215,0,0,0,119,0,0,119
1400000US36081037700,3717,559,1386,468,481,190,0,11,91,82,0,11,1692,459,67,99,67,99,0,11,"Census Tract 377, Queens County, New York",36,081,037700,3717,559,475,159,0,11,372,128,0,11,91,82,0,11,12,19,0,11,0,11,0,11,3242,591,1386,468,109,120,0,11,0,11,0,11,1680,457,67,99,67,99,0,11,964,358,66,0,0,0,540,0,0,898
1400000US36081037900,7287,842,2276,883,319,192,32,46,529,326,0,16,3888,890,243,278,36,59,207,272,"Census Tract 379, Queens County, New York",36,081,037900,7287,842,439,168,8,13,125,81,32,46,274,184,0,16,0,16,0,16,0,16,0,16,6848,872,2268,884,194,161,0,16,255,278,0,16,3888,890,243,278,36,59,207,272,1635,335,158,0,233,0,909,0,0,1535
1400000US36081038100,7798,825,3367,841,1268,349,88,109,263,172,0,16,2482,773,330,256,212,229,118,123,"Census Tract 381, Queens County, New York",36,081,038100,7798,825,1313,357,86,56,904,267,0,16,255,172,0,16,27,50,41,66,41,66,0,16,6485,919,3281,849,364,287,88,109,8,13,0,16,2455,767,289,249,171,219,118,123,2093,1466,153,79,33,0,349,13,6,1966
1400000US36081038301,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 383.01, Queens County, New York",36,081,038301,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
1400000US36081038302,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 383.02, Queens County, New York",36,081,038302,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
1400000US36081038400,2420,295,67,55,2088,290,0,11,96,137,0,11,153,147,16,16,7,12,9,12,"Census Tract 384, Queens County, New York",36,081,038400,2420,295,2213,304,49,53,2059,290,0,11,96,137,0,11,0,11,9,12,0,11,9,12,207,147,18,22,29,25,0,11,0,11,0,11,153,147,7,12,7,12,0,11,225,6,218,0,1,0,0,0,6,0
1400000US36081039400,3010,282,74,81,2651,265,0,11,12,19,0,11,32,43,241,143,69,66,172,137,"Census Tract 394, Queens County, New York",36,081,039400,3010,282,2786,274,17,24,2622,270,0,11,12,19,0,11,5,8,130,105,0,11,130,105,224,108,57,78,29,27,0,11,0,11,0,11,27,43,111,81,69,66,42,48,303,0,168,0,12,0,0,123,0,50
1400000US36081039800,1731,210,56,71,1599,227,0,11,0,11,0,11,19,30,57,49,18,28,39,39,"Census Tract 398, Queens County, New York",36,081,039800,1731,210,1646,224,14,22,1593,226,0,11,0,11,0,11,0,11,39,39,0,11,39,39,85,90,42,67,6,9,0,11,0,11,0,11,19,30,18,28,18,28,0,11,74,0,74,0,0,0,0,0,0,0
1400000US36081039900,4181,540,1944,600,157,167,18,29,353,201,0,11,1665,613,44,44,7,14,37,41,"Census Tract 399, Queens County, New York",36,081,039900,4181,540,638,250,60,72,157,167,0,11,353,201,0,11,68,108,0,11,0,11,0,11,3543,565,1884,608,0,11,18,29,0,11,0,11,1597,597,44,44,7,14,37,41,814,262,0,0,235,0,317,0,0,579
1400000US36081040000,1476,221,17,22,1393,239,0,11,0,11,0,11,5,7,61,57,20,26,41,50,"Census Tract 400, Queens County, New York",36,081,040000,1476,221,1438,235,4,7,1393,239,0,11,0,11,0,11,0,11,41,50,0,11,41,50,38,39,13,21,0,11,0,11,0,11,0,11,5,7,20,26,20,26,0,11,94,0,94,0,0,0,0,0,0,0
1400000US36081040100,8193,945,3348,948,114,130,17,27,1127,340,0,16,3383,911,204,155,112,101,92,115,"Census Tract 401, Queens County, New York",36,081,040100,8193,945,1280,313,131,89,114,130,17,27,1007,282,0,16,0,16,11,21,0,16,11,21,6913,965,3217,908,0,16,0,16,120,193,0,16,3383,911,193,147,112,101,81,105,1831,769,45,0,105,0,892,20,37,1644
1400000US36081040200,1617,245,6,9,1554,244,0,11,21,31,0,11,6,10,30,25,0,11,30,25,"Census Tract 402, Queens County, New York",36,081,040200,1617,245,1575,245,0,11,1524,245,0,11,21,31,0,11,0,11,30,25,0,11,30,25,42,46,6,9,30,34,0,11,0,11,0,11,6,10,0,11,0,11,0,11,224,0,190,0,21,0,0,13,0,8
1400000US36081040300,7310,803,3062,798,283,218,23,38,604,277,0,16,3084,723,254,207,167,185,87,79,"Census Tract 403, Queens County, New York",36,081,040300,7310,803,816,288,110,84,8,12,0,16,574,264,0,16,64,102,60,66,0,16,60,66,6494,800,2952,797,275,219,23,38,30,47,0,16,3020,709,194,198,167,185,27,46,1734,724,87,0,70,0,746,107,7,1608
1400000US36081040400,4316,516,48,52,3893,506,0,11,52,66,0,11,166,152,157,104,64,83,93,66,"Census Tract 404, Queens County, New York",36,081,040400,4316,516,4009,497,25,38,3788,509,0,11,52,66,0,11,0,11,144,103,51,79,93,66,307,170,23,37,105,72,0,11,0,11,0,11,166,152,13,21,13,21,0,11,653,23,585,0,0,0,0,45,0,45
1400000US36081040500,3339,511,1779,543,62,45,13,18,143,90,0,11,1342,416,0,11,0,11,0,11,"Census Tract 405, Queens County, New York",36,081,040500,3339,511,148,91,11,16,6,10,0,11,131,89,0,11,0,11,0,11,0,11,0,11,3191,527,1768,544,56,44,13,18,12,18,0,11,1342,416,0,11,0,11,0,11,964,521,14,0,31,0,398,0,0,933
1400000US36081040700,7632,859,3168,673,519,272,24,30,370,214,0,16,3428,740,123,89,36,40,87,77,"Census Tract 407, Queens County, New York",36,081,040700,7632,859,783,283,129,101,254,181,6,15,370,214,0,16,0,16,24,38,0,16,24,38,6849,901,3039,703,265,203,18,28,0,16,0,16,3428,740,99,81,36,40,63,68,1209,706,42,6,0,0,455,0,40,1140
1400000US36081040900,6017,724,1616,470,334,285,356,384,749,335,0,16,2572,707,390,429,42,47,348,426,"Census Tract 409, Queens County, New York",36,081,040900,6017,724,924,334,46,41,120,111,0,16,749,335,0,16,0,16,9,13,0,16,9,13,5093,787,1570,466,214,254,356,384,0,16,0,16,2572,707,381,430,42,47,339,426,1376,211,195,26,162,0,686,96,15,1199
1400000US36081041100,3873,509,1886,518,122,92,0,11,630,272,0,11,1178,332,57,78,39,57,18,22,"Census Tract 411, Queens County, New York",36,081,041100,3873,509,737,265,47,47,61,61,0,11,623,271,0,11,0,11,6,8,0,11,6,8,3136,534,1839,521,61,64,0,11,7,11,0,11,1178,332,51,74,39,57,12,17,933,414,18,0,261,0,240,0,27,634
1400000US36081041300,4822,631,1969,568,0,11,66,109,1058,474,0,11,1553,610,176,172,73,102,103,141,"Census Tract 413, Queens County, New York",36,081,041300,4822,631,1219,484,123,90,0,11,0,11,1058,474,0,11,0,11,38,42,0,11,38,42,3603,687,1846,562,0,11,66,109,0,11,0,11,1553,610,138,145,73,102,65,106,1310,466,0,16,337,0,406,85,0,953
1400000US36081041400,3677,406,109,106,2817,385,0,11,26,49,0,11,566,316,159,150,149,149,10,16,"Census Tract 414, Queens County, New York",36,081,041400,3677,406,2941,371,36,47,2663,370,0,11,26,49,0,11,206,161,10,16,0,11,10,16,736,328,73,99,154,147,0,11,0,11,0,11,360,290,149,149,149,149,0,11,559,61,270,0,0,0,228,0,0,217
1400000US36081041500,3687,461,2104,517,120,121,11,18,572,231,0,11,781,365,99,97,99,97,0,11,"Census Tract 415, Queens County, New York",36,081,041500,3687,461,1188,352,564,254,39,40,0,11,572,231,0,11,13,19,0,11,0,11,0,11,2499,557,1540,496,81,113,11,18,0,11,0,11,768,365,99,97,99,97,0,11,685,240,0,0,120,0,325,0,41,524
1400000US36081042400,2612,344,6,10,2477,348,0,11,48,55,0,11,37,37,44,29,0,11,44,29,"Census Tract 424, Queens County, New York",36,081,042400,2612,344,2547,337,6,10,2440,345,0,11,48,55,0,11,10,16,43,29,0,11,43,29,65,55,0,11,37,44,0,11,0,11,0,11,27,33,1,3,0,11,1,3,293,0,280,0,6,0,0,7,0,0
1400000US36081042600,512,105,259,65,228,78,0,11,19,18,0,11,0,11,6,12,0,11,6,12,"Census Tract 426, Queens County, New York",36,081,042600,512,105,446,98,207,62,214,75,0,11,19,18,0,11,0,11,6,12,0,11,6,12,66,42,52,33,14,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,84,27,56,0,1,0,0,0,19,16
1400000US36081042700,5242,629,2507,594,68,113,0,16,892,469,0,16,1643,584,132,108,48,74,84,114,"Census Tract 427, Queens County, New York",36,081,042700,5242,629,983,474,91,62,0,16,0,16,892,469,0,16,0,16,0,16,0,16,0,16,4259,617,2416,605,68,113,0,16,0,16,0,16,1643,584,132,108,48,74,84,114,1443,547,0,0,234,0,614,48,0,1209
1400000US36081043200,1507,242,2,2,1449,244,0,11,0,11,0,11,26,28,30,31,19,26,11,16,"Census Tract 432, Queens County, New York",36,081,043200,1507,242,1418,246,2,2,1400,246,0,11,0,11,0,11,0,11,16,18,5,7,11,16,89,78,0,11,49,70,0,11,0,11,0,11,26,28,14,19,14,19,0,11,36,0,31,0,0,0,0,5,0,0
